Local time in Kalimpong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
30.05.2020 17:30,22.0,,,,78,Wind blowing from the south-east,3,,,50%., ,,,,25.0,,,300-600,,,20.0,18.0,,,,,,
30.05.2020 08:30,17.8,,,,96,Wind blowing from the north-west,3,,,40%., ,,,13.5,,,,300-600,,,20.0,17.2,22,24,,,,
29.05.2020 17:30,19.0,,,,87,Wind blowing from the north-west,4,,,70 – 80%., ,,,,,,,300-600,,,10.0,16.8,,,,,,
29.05.2020 08:30,20.0,,,,87,Wind blowing from the north-west,3,,,40%., ,,,13.5,,,,300-600,,,20.0,17.8,,,,,,
28.05.2020 17:30,22.2,,,,80,Wind blowing from the south-east,4,,,50%., ,,,,24.0,,,300-600,,,20.0,18.5,,,,,,
28.05.2020 08:30,20.0,,,,82,Wind blowing from the south-east,2,,,40%., ,,,13.5,,,,300-600,,,20.0,16.8,,,,,,
27.05.2020 17:30,25.2,,,,84,Wind blowing from the south-east,3,,,50%., ,,,,25.5,,,300-600,,,20.0,22.3,,,,,,
27.05.2020 08:30,18.6,,,,95,Wind blowing from the north-west,3,,,50%., ,,,13.5,,,,300-600,,,10.0,17.7,13,24,,,,
26.05.2020 08:30,22.0,,,,77,Wind blowing from the north-west,3,,,40%., ,,,13.5,,,,300-600,,,20.0,17.7,11,24,,,,
25.05.2020 17:30,23.4,,,,90,Wind blowing from the south-east,1,,,50%., ,,,,24.5,,,300-600,,,10.0,21.6,,,,,,
25.05.2020 08:30,20.4,,,,98,Wind blowing from the north-west,3,,,70 – 80%., ,,,13.5,,,,300-600,,,4.0,20.1,4,24,,,,
24.05.2020 17:30,22.4,,,,91,Wind blowing from the south-east,1,,,70 – 80%., ,,,,23.0,,,300-600,,,4.0,20.9,,,,,,
24.05.2020 08:30,20.4,,,,91,Wind blowing from the north-west,5,,,70 – 80%., ,,,13.5,,,,300-600,,,10.0,18.9,,,,,,
23.05.2020 17:30,21.4,,,,91,Wind blowing from the south-east,2,,,70 – 80%., ,,,,,,,300-600,,,4.0,19.9,,,,,,
23.05.2020 08:30,21.0,,,,95,Wind blowing from the south-east,5,,,70 – 80%., ,,,13.5,,,,300-600,,,4.0,20.1,1,24,,,,
22.05.2020 17:30,20.4,,,,96,Wind blowing from the south-east,5,,,"90  or more, but not 100%", ,,,,22.0,,,300-600,,,2.0,19.8,,,,,,
22.05.2020 08:30,20.4,,,,96,Wind blowing from the north-west,1,,,70 – 80%., ,,,13.5,,,,300-600,,,4.0,19.8,8,24,,,,
20.05.2020 17:30,18.6,,,,95,Wind blowing from the south-east,4,,,70 – 80%., ,,,,23.0,,,300-600,,,2.0,17.7,,,,,,
20.05.2020 08:30,20.4,,,,89,Wind blowing from the north-west,2,,,70 – 80%., ,,,14.0,,,,300-600,,,10.0,18.6,,,,,,
19.05.2020 17:30,24.2,,,,79,Wind blowing from the south-east,4,,,50%., ,,,,26.0,,,300-600,,,10.0,20.3,,,,,,
19.05.2020 08:30,21.6,,,,78,Wind blowing from the north-west,4,,,40%., ,,,14.0,,,,300-600,,,20.0,17.6,,,,,,
18.05.2020 17:30,23.4,,,,82,Wind blowing from the south-east,3,,,50%., ,,,,25.5,,,300-600,,,10.0,20.1,,,,,,
18.05.2020 08:30,21.8,,,,88,Wind blowing from the north-west,1,,,70 – 80%., ,,,14.0,,,,300-600,,,4.0,19.7,,,,,,
17.05.2020 17:30,22.6,,,,83,Wind blowing from the south-east,4,,,50%., ,,,,24.5,,,300-600,,,4.0,19.6,,,,,,
17.05.2020 08:30,20.0,,,,93,Wind blowing from the north-west,2,,,50%., ,,,14.0,,,,300-600,,,10.0,18.8,,,,,,
16.05.2020 17:30,20.4,,,,96,Wind blowing from the south-east,2,,,"90  or more, but not 100%", ,,,,22.0,,,300-600,,,2.0,19.8,,,,,,
16.05.2020 08:30,19.4,,,,91,Wind blowing from the north-west,4,,,70 – 80%., ,,,14.0,,,,300-600,,,4.0,17.8,3,24,,,,
15.05.2020 17:30,21.0,,,,93,Wind blowing from the south-east,3,,,70 – 80%., ,,,,23.0,,,300-600,,,2.0,19.8,,,,,,
15.05.2020 08:30,19.4,,,,93,Wind blowing from the south-east,2,,,70 – 80%., ,,,14.0,,,,300-600,,,2.0,18.2,4,24,,,,
14.05.2020 17:30,20.0,,,,93,Wind blowing from the south-east,1,,,70 – 80%., ,,,,21.5,,,300-600,,,2.0,18.8,,,,,,
14.05.2020 08:30,19.0,,,,95,Wind blowing from the south-east,3,,,70 – 80%., ,,,14.5,,,,300-600,,,4.0,18.1,5,24,,,,
13.05.2020 17:30,22.6,,,,75,Wind blowing from the south-east,3,,,50%., ,,,,25.0,,,300-600,,,10.0,18.0,,,,,,
13.05.2020 08:30,19.4,,,,80,Wind blowing from the north-west,3,,,50%., ,,,14.5,,,,300-600,,,20.0,15.9,,,,,,
12.05.2020 17:30,22.4,,,,80,Wind blowing from the south-east,1,,,70 – 80%., ,,,,,,,300-600,,,4.0,18.7,,,,,,
12.05.2020 08:30,22.0,,,,59,Wind blowing from the north-west,4,,,20–30%., ,,,15.0,,,,300-600,,,20.0,13.7,,,,,,
11.05.2020 17:30,22.0,,,,55,Wind blowing from the north-west,1,,,70 – 80%., ,,,,25.5,,,300-600,,,10.0,12.6,,,,,,
11.05.2020 08:30,19.2,,,,83,Wind blowing from the north-west,2,,,50%., ,,,14.0,,,,300-600,,,10.0,16.3,,,,,,
10.05.2020 17:30,24.2,,,,78,Wind blowing from the south-east,4,,,40%., ,,,,27.0,,,300-600,,,20.0,20.2,,,,,,
10.05.2020 08:30,22.4,,,,69,,,,,20–30%., ,,,14.5,,,,300-600,,,20.0,16.4,,,,,,
09.05.2020 17:30,22.4,,,,73,Wind blowing from the south-east,3,,,40%., ,,,,25.5,,,300-600,,,20.0,17.4,,,,,,
09.05.2020 08:30,19.0,,,,75,Wind blowing from the north-west,3,,,20–30%., ,,,14.0,,,,300-600,,,20.0,14.4,,,,,,
08.05.2020 17:30,22.4,,,,64,Wind blowing from the south-east,3,,,50%., ,,,,24.0,,,300-600,,,20.0,15.3,,,,,,
08.05.2020 08:30,18.0,,,,69,Wind blowing from the north-west,3,,,40%., ,,,13.0,,,,300-600,,,20.0,12.1,3,24,,,,
07.05.2020 17:30,22.4,,,,67,Wind blowing from the south-east,4,,,50%., ,,,,23.5,,,300-600,,,10.0,16.0,,,,,,
07.05.2020 08:30,17.6,,,,78,Wind blowing from the north-west,3,,,20–30%., ,,,13.0,,,,300-600,,,20.0,13.6,4,24,,,,
06.05.2020 17:30,19.2,,,,89,Wind blowing from the south-east,2,,,70 – 80%., ,,,,,,,300-600,,,10.0,17.3,,,,,,
06.05.2020 08:30,20.2,,,,80,Wind blowing from the north-west,1,,,40%., ,,,13.5,,,,300-600,,,20.0,16.7,,,,,,
05.05.2020 17:30,20.4,,,,80,Wind blowing from the south-east,4,,,50%., ,,,,,,,300-600,,,4.0,16.9,,,,,,
05.05.2020 08:30,19.2,,,,80,Wind blowing from the north-west,1,,,20–30%., ,,,13.0,,,,300-600,,,20.0,15.6,,,,,,
04.05.2020 17:30,20.4,,,,82,Wind blowing from the north-west,3,,,50%., ,,,,,,,300-600,,,20.0,17.3,,,,,,
04.05.2020 08:30,19.6,,,,82,Wind blowing from the south-east,4,,,50%., ,,,13.0,,,,300-600,,,20.0,16.4,,,,,,
03.05.2020 17:30,20.0,,,,82,Wind blowing from the south-east,3,,,50%., ,,,,,,,300-600,,,10.0,16.8,,,,,,
03.05.2020 08:30,19.0,,,,82,Wind blowing from the north-west,1,,,70 – 80%., ,,,13.0,,,,300-600,,,20.0,15.8,6,24,,,,
02.05.2020 17:30,20.6,,,,68,Wind blowing from the south-east,4,,,50%., ,,,,21.5,,,300-600,,,20.0,14.4,,,,,,
02.05.2020 08:30,19.0,,,,78,Wind blowing from the north-west,4,,,50%., ,,,12.5,,,,300-600,,,4.0,15.1,,,,,,
01.05.2020 17:30,19.4,,,,82,Wind blowing from the south-east,3,,,50%., ,,,,23.0,,,300-600,,,10.0,16.2,,,,,,
01.05.2020 08:30,16.4,,,,88,Wind blowing from the north-west,3,,,70 – 80%., ,,,12.5,,,,300-600,,,10.0,14.4,4,24,,,,
30.04.2020 17:30,21.0,,,,74,Wind blowing from the south-east,1,,,50%., ,,,,24.0,,,300-600,,,10.0,16.2,,,,,,
30.04.2020 08:30,18.0,,,,85,Wind blowing from the north-west,3,,,50%., ,,,13.0,,,,300-600,,,10.0,15.4,4,24,,,,
29.04.2020 17:30,20.2,,,,80,Wind blowing from the south-east,4,,,70 – 80%., ,,,,23.5,,,300-600,,,10.0,16.7,,,,,,
29.04.2020 08:30,20.2,,,,74,Wind blowing from the south-east,4,,,40%., ,,,13.0,,,,300-600,,,20.0,15.3,,,,,,
28.04.2020 17:30,18.2,,,,81,Wind blowing from the south-east,2,,,50%., ,,,,19.0,,,300-600,,,20.0,14.9,,,,,,
27.04.2020 17:30,21.4,,,,83,Wind blowing from the south-east,1,,,50%., ,,,,23.5,,,300-600,,,10.0,18.3,,,,,,
27.04.2020 08:30,18.0,,,,81,Wind blowing from the north-west,4,,,40%., ,,,12.0,,,,300-600,,,20.0,14.7,,,,,,
26.04.2020 17:30,18.0,,,,85,Wind blowing from the south-east,3,,,50%., ,,,,21.0,,,300-600,,,10.0,15.4,,,,,,
26.04.2020 08:30,16.4,,,,96,Wind blowing from the north-west,1,,,60%., ,,,12.0,,,,300-600,,,4.0,15.7,10,24,,,,
25.04.2020 17:30,18.0,,,,81,Wind blowing from the south-east,4,,,50%., ,,,,20.0,,,300-600,,,10.0,14.7,,,,,,
25.04.2020 08:30,17.0,,,,81,Wind blowing from the north-west,2,,,50%., ,,,12.0,,,,300-600,,,4.0,13.6,5,24,,,,
24.04.2020 17:30,16.4,,,,90,Wind blowing from the south-east,2,,,50%., ,,,,,,,300-600,,,10.0,14.7,,,,,,
24.04.2020 08:30,16.0,,,,94,Wind blowing from the south-east,5,,,70 – 80%., ,,,11.5,,,,300-600,,,1.0,15.0,,,,,,
23.04.2020 17:30,18.4,,,,81,Wind blowing from the south-east,3,,,60%., ,,,,20.0,,,300-600,,,10.0,15.1,,,,,,
23.04.2020 08:30,15.0,,,,83,Wind blowing from the north-west,3,,,50%., ,,,11.5,,,,300-600,,,20.0,12.2,6,24,,,,
22.04.2020 17:30,16.6,,,,84,Wind blowing from the south-east,4,,,50%., ,,,,,,,300-600,,,10.0,13.9,,,,,,
22.04.2020 08:30,15.6,,,,84,Wind blowing from the south-east,4,,,50%., ,,,12.0,,,,300-600,,,10.0,12.8,10,24,,,,
21.04.2020 17:30,17.2,,,,81,Wind blowing from the north-west,3,,,50%., ,,,,19.0,,,300-600,,,20.0,13.8,,,,,,
21.04.2020 08:30,18.0,,,,81,Wind blowing from the north-west,2,,,Sky obscured by fog and/or other meteorological phenomena., ,,,12.5,,,,300-600,,,10.0,14.7,6,24,,,,
20.04.2020 17:30,20.4,,,,82,Wind blowing from the south-east,4,,,50%., ,,,,23.5,,,300-600,,,10.0,17.3,,,,,,
20.04.2020 08:30,20.4,,,,66,Wind blowing from the north-west,2,,,20–30%., ,,,12.5,,,,300-600,,,4.0,13.8,,,,,,
19.04.2020 17:30,20.4,,,,80,Wind blowing from the south-east,3,,,70 – 80%., ,,,,23.0,,,300-600,,,4.0,16.9,,,,,,
19.04.2020 08:30,17.4,,,,81,Wind blowing from the south-east,2,,,"90  or more, but not 100%", ,,,12.5,,,,300-600,,,4.0,14.1,,,,,,
18.04.2020 17:30,21.0,,,,78,Wind blowing from the south-east,4,,,70 – 80%., ,,,,24.0,,,300-600,,,10.0,16.9,,,,,,
18.04.2020 08:30,18.0,,,,85,Wind blowing from the north-west,1,,,50%., ,,,12.5,,,,300-600,,,10.0,15.4,,,,,,
17.04.2020 17:30,20.2,,,,80,Wind blowing from the south-east,4,,,50%., ,,,,23.0,,,300-600,,,20.0,16.7,,,,,,
17.04.2020 08:30,16.0,,,,78,Wind blowing from the north-west,4,,,50%., ,,,13.0,,,,300-600,,,4.0,12.2,5,24,,,,
16.04.2020 17:30,16.2,,,,84,Wind blowing from the north-west,4,,,50%., ,,,,23.0,,,300-600,,,10.0,13.5,,,,,,
16.04.2020 08:30,18.4,,,,78,Wind blowing from the north-west,3,,,70 – 80%., ,,,13.5,,,,300-600,,,10.0,14.4,,,,,,
15.04.2020 17:30,21.4,,,,70,Wind blowing from the south-east,4,,,70 – 80%., ,,,,22.5,,,300-600,,,10.0,15.6,,,,,,
15.04.2020 08:30,18.4,,,,72,Wind blowing from the north-west,5,,,70 – 80%., ,,,13.5,,,,300-600,,,10.0,13.3,,,,,,
14.04.2020 17:30,20.0,,,,74,Wind blowing from the south-east,3,,,50%., ,,,,,,,300-600,,,10.0,15.1,,,,,,
14.04.2020 08:30,19.0,,,,75,Wind blowing from the north-west,1,,,40%., ,,,13.0,,,,300-600,,,20.0,14.4,,,,,,
13.04.2020 17:30,21.6,,,,71,Wind blowing from the south-east,4,,,50%., ,,,,25.0,,,300-600,,,10.0,16.2,,,,,,
13.04.2020 08:30,19.6,,,,72,Wind blowing from the north-west,4,,,40%., ,,,13.0,,,,300-600,,,20.0,14.3,,,,,,
12.04.2020 17:30,18.0,,,,81,Wind blowing from the south-east,5,,,50%., ,,,,,,,300-600,,,10.0,14.7,,,,,,
12.04.2020 08:30,15.8,,,,80,Wind blowing from the north-west,4,,,40%., ,,,13.0,,,,300-600,,,20.0,12.3,,,,,,
11.04.2020 17:30,22.0,,,,70,Wind blowing from the south-east,4,,,40%., ,,,,25.0,,,300-600,,,10.0,16.3,,,,,,
11.04.2020 08:30,18.4,,,,71,Wind blowing from the north-west,3,,,20–30%., ,,,13.0,,,,300-600,,,20.0,13.0,,,,,,
10.04.2020 17:30,24.0,,,,57,Wind blowing from the south-east,5,,,40%., ,,,,25.5,,,300-600,,,10.0,15.0,,,,,,
09.04.2020 17:30,16.0,,,,80,Wind blowing from the north-west,4,,,"90  or more, but not 100%", ,,,,23.0,,,300-600,,,1.0,12.5,,,,,,
08.04.2020 17:30,21.6,,,,58,Wind blowing from the south-east,2,,,40%., ,,,,25.0,,,300-600,,,10.0,12.9,,,,,,
07.04.2020 17:30,21.6,,,,56,Wind blowing from the south-east,4,,,50%., ,,,,24.5,,,300-600,,,10.0,12.5,,,,,,
06.04.2020 17:30,20.6,,,,72,Wind blowing from the south-east,4,,,40%., ,,,,24.5,,,300-600,,,10.0,15.4,,,,,,
06.04.2020 08:30,17.4,,,,72,Wind blowing from the north-west,3,,,20–30%., ,,,12.0,,,,300-600,,,10.0,12.2,,,,,,
05.04.2020 17:30,21.0,,,,67,Wind blowing from the south-east,5,,,40%., ,,,,24.0,,,300-600,,,10.0,14.5,,,,,,
05.04.2020 08:30,17.4,,,,60,Wind blowing from the north-west,4,,,20–30%., ,,,12.0,,,,300-600,,,20.0,9.4,,,,,,
04.04.2020 17:30,22.0,,,,58,Wind blowing from the south-east,4,,,40%., ,,,,25.0,,,300-600,,,10.0,13.4,,,,,,
04.04.2020 08:30,17.4,,,,63,Wind blowing from the north-west,4,,,20–30%., ,,,12.5,,,,300-600,,,20.0,10.2,,,,,,
03.04.2020 17:30,21.0,,,,60,Wind blowing from the south-east,3,,,40%., ,,,,24.5,,,300-600,,,10.0,12.9,,,,,,
03.04.2020 08:30,16.0,,,,71,Wind blowing from the north-west,2,,,20–30%., ,,,11.0,,,,300-600,,,20.0,10.6,,,,,,
02.04.2020 17:30,21.2,,,,57,Wind blowing from the south-east,4,,,40%., ,,,,24.5,,,300-600,,,10.0,12.4,,,,,,
02.04.2020 08:30,14.8,,,,78,Wind blowing from the north-west,4,,,20–30%., ,,,11.0,,,,300-600,,,20.0,10.9,5,24,,,,
01.04.2020 17:30,21.4,,,,52,Wind blowing from the south-east,5,,,50%., ,,,,24.0,,,300-600,,,10.0,11.0,,,,,,
31.03.2020 17:30,20.6,,,,63,Wind blowing from the south-east,3,,,50%., ,,,,,,,300-600,,,10.0,13.3,,,,,,
31.03.2020 08:30,20.4,,,,61,Wind blowing from the south-east,1,,,20–30%., ,,,12.5,,,,300-600,,,20.0,12.5,,,,,,
30.03.2020 17:30,20.8,,,,58,Wind blowing from the south-east,5,,,40%., ,,,,24.0,,,300-600,,,20.0,12.3,,,,,,
29.03.2020 17:30,19.6,,,,80,Wind blowing from the south-east,4,,,50%., ,,,,24.0,,,300-600,,,10.0,16.1,,,,,,
29.03.2020 08:30,17.4,,,,81,Wind blowing from the north-west,5,,,40%., ,,,12.0,,,,300-600,,,20.0,14.1,,,,,,
28.03.2020 17:30,23.4,,,,68,Wind blowing from the south-east,4,,,50%., ,,,,24.0,,,300-600,,,4.0,17.2,,,,,,
28.03.2020 08:30,20.4,,,,82,Wind blowing from the south-east,1,,,50%., ,,,12.0,,,,300-600,,,4.0,17.3,,,,,,
27.03.2020 17:30,21.0,,,,70,Wind blowing from the south-east,4,,,70 – 80%., ,,,,23.0,,,300-600,,,4.0,15.2,,,,,,
27.03.2020 08:30,19.4,,,,82,Wind blowing from the south-east,2,,,70 – 80%., ,,,12.0,,,,300-600,,,4.0,16.2,,,,,,
26.03.2020 17:30,20.2,,,,74,Wind blowing from the south-east,4,,,40%., ,,,,23.5,,,300-600,,,10.0,15.3,,,,,,
26.03.2020 08:30,17.2,,,,70,Wind blowing from the north-west,1,,,20–30%., ,,,11.5,,,,300-600,,,20.0,11.6,,,,,,
25.03.2020 17:30,22.0,,,,59,Wind blowing from the south-east,4,,,50%., ,,,,23.0,,,300-600,,,10.0,13.7,,,,,,
25.03.2020 08:30,17.0,,,,72,Wind blowing from the north-west,5,,,20–30%., ,,,11.0,,,,300-600,,,20.0,11.8,,,,,,
24.03.2020 17:30,15.6,,,,78,Wind blowing from the south-east,5,,,50%., ,,,,,,,300-600,,,10.0,11.7,,,,,,
24.03.2020 08:30,13.6,,,,76,Wind blowing from the north-west,4,,,20–30%., ,,,10.0,,,,300-600,,,20.0,9.5,,,,,,
23.03.2020 17:30,15.2,,,,81,Wind blowing from the north-west,2,,,70 – 80%., ,,,,,,,300-600,,,10.0,12.0,,,,,,
23.03.2020 08:30,14.0,,,,83,Wind blowing from the north-west,4,,,50%., ,,,10.0,,,,300-600,,,10.0,11.1,,,,,,
21.03.2020 17:30,17.0,,,,66,Wind blowing from the south-east,5,,,70 – 80%., ,,,,21.0,,,300-600,,,10.0,10.6,,,,,,
21.03.2020 08:30,14.4,,,,69,Wind blowing from the north-west,4,,,20–30%., ,,,10.0,,,,300-600,,,10.0,8.8,2,24,,,,
20.03.2020 17:30,13.8,,,,85,Wind blowing from the north-west,5,,,70 – 80%., ,,,,,,,300-600,,,4.0,11.3,,,,,,
20.03.2020 08:30,14.6,,,,79,Wind blowing from the north-west,2,,,50%., ,,,12.0,,,,300-600,,,10.0,11.0,,,,,,
19.03.2020 17:30,18.0,,,,59,Wind blowing from the south-east,2,,,70 – 80%., ,,,,,,,300-600,,,10.0,9.7,,,,,,
19.03.2020 08:30,17.4,,,,77,Wind blowing from the north-west,1,,,40%., ,,,11.5,,,,300-600,,,10.0,13.3,,,,,,
18.03.2020 17:30,18.0,,,,64,Wind blowing from the south-east,2,,,50%., ,,,,22.0,,,300-600,,,10.0,11.0,,,,,,
18.03.2020 08:30,15.4,,,,76,Wind blowing from the north-west,1,,,40%., ,,,11.5,,,,300-600,,,10.0,11.1,,,,,,
17.03.2020 17:30,18.0,,,,52,Wind blowing from the south-east,2,,,50%., ,,,,22.0,,,300-600,,,20.0,7.9,,,,,,
17.03.2020 08:30,15.0,,,,60,Wind blowing from the north-west,2,,,20–30%., ,,,10.5,,,,300-600,,,20.0,7.3,,,,,,
16.03.2020 17:30,19.0,,,,37,Wind blowing from the south-east,5,,,40%., ,,,,20.5,,,300-600,,,20.0,3.8,,,,,,
16.03.2020 08:30,13.4,,,,68,Wind blowing from the north-west,2,,,20–30%., ,,,10.5,,,,300-600,,,20.0,7.6,,,,,,
15.03.2020 17:30,15.6,,,,80,Wind blowing from the south-east,4,,,40%., ,,,,,,,300-600,,,20.0,12.1,,,,,,
15.03.2020 08:30,14.4,,,,79,Wind blowing from the north-west,2,,,20–30%., ,,,10.5,,,,300-600,,,20.0,10.8,,,,,,
14.03.2020 17:30,15.4,,,,76,Wind blowing from the south-east,4,,,70 – 80%., ,,,,,,,300-600,,,4.0,11.1,,,,,,
14.03.2020 08:30,15.0,,,,70,Wind blowing from the north-west,4,,,70 – 80%., ,,,9.5,,,,300-600,,,10.0,9.5,,,,,,
13.03.2020 17:30,17.8,,,,79,Wind blowing from the south-east,3,,,70 – 80%., ,,,,20.5,,,300-600,,,4.0,14.1,,,,,,
13.03.2020 08:30,16.0,,,,86,Wind blowing from the south-east,3,,,70 – 80%., ,,,9.5,,,,300-600,,,2.0,13.6,,,,,,
12.03.2020 17:30,19.0,,,,73,Wind blowing from the south-east,2,,,50%., ,,,,21.5,,,300-600,,,10.0,14.0,,,,,,
12.03.2020 08:30,16.4,,,,80,Wind blowing from the south-east,2,,,40%., ,,,9.5,,,,300-600,,,10.0,13.0,,,,,,
11.03.2020 17:30,17.8,,,,67,Wind blowing from the south-east,2,,,50%., ,,,,21.0,,,300-600,,,10.0,11.5,,,,,,
11.03.2020 08:30,14.6,,,,85,Wind blowing from the north-west,4,,,20–30%., ,,,9.0,,,,300-600,,,20.0,12.1,,,,,,
10.03.2020 17:30,19.0,,,,68,Wind blowing from the south-east,5,,,50%., ,,,,20.0,,,300-600,,,10.0,12.9,,,,,,
10.03.2020 08:30,13.4,,,,78,Wind blowing from the north-west,3,,,40%., ,,,9.0,,,,300-600,,,10.0,9.7,,,,,,
09.03.2020 17:30,15.0,,,,80,Wind blowing from the south-east,4,,,50%., ,,,,20.0,,,300-600,,,10.0,11.5,,,,,,
09.03.2020 08:30,13.0,,,,83,Wind blowing from the north-west,2,,,20–30%., ,,,8.5,,,,300-600,,,20.0,10.1,,,,,,
08.03.2020 08:30,10.4,,,,100,Wind blowing from the north-west,3,,,20–30%., ,,,8.5,,,,300-600,,,20.0,10.4,15,24,,,,
07.03.2020 17:30,12.6,,,,96,Wind blowing from the south-west,4,,,70 – 80%., ,,,,,,,300-600,,,2.0,11.9,,,,,,
07.03.2020 08:30,13.4,,,,78,Wind blowing from the north-west,2,,,70 – 80%., ,,,9.5,,,,300-600,,,10.0,9.7,,,,,,
06.03.2020 17:30,15.0,,,,76,Wind blowing from the north-west,1,,,40%., ,,,,18.0,,,300-600,,,20.0,10.7,,,,,,
06.03.2020 08:30,12.0,,,,80,Wind blowing from the north-west,3,,,70 – 80%., ,,,9.0,,,,300-600,,,10.0,8.6,,,,,,
05.03.2020 17:30,16.8,,,,69,Wind blowing from the south-east,2,,,50%., ,,,,21.0,,,300-600,,,20.0,11.1,,,,,,
05.03.2020 08:30,13.2,,,,76,Wind blowing from the north-west,4,,,no clouds, ,,,9.5,,,,,,,20.0,9.1,,,,,,
04.03.2020 17:30,16.4,,,,78,Wind blowing from the south-east,2,,,50%., ,,,,20.0,,,300-600,,,10.0,12.6,,,,,,
04.03.2020 08:30,14.2,,,,79,Wind blowing from the south-east,1,,,50%., ,,,9.0,,,,300-600,,,2.0,10.6,,,,,,
03.03.2020 17:30,15.0,,,,74,Wind blowing from the north-west,2,,,70 – 80%., ,,,,19.0,,,300-600,,,4.0,10.3,,,,,,
03.03.2020 08:30,12.6,,,,84,Wind blowing from the north-west,2,,,20–30%., ,,,9.0,,,,300-600,,,20.0,10.0,13,24,,,,
02.03.2020 17:30,16.4,,,,67,Wind blowing from the south-east,5,,,70 – 80%., ,,,,20.5,,,300-600,,,10.0,10.3,,,,,,
02.03.2020 08:30,13.2,,,,78,Wind blowing from the north-west,2,,,20–30%., ,,,8.5,,,,300-600,,,20.0,9.5,,,,,,
01.03.2020 17:30,16.0,,,,80,Wind blowing from the south-east,3,,,50%., ,,,,,,,300-600,,,10.0,12.5,,,,,,
01.03.2020 08:30,14.0,,,,79,Wind blowing from the north-west,2,,,20–30%., ,,,8.5,,,,300-600,,,20.0,10.4,,,,,,
29.02.2020 17:30,16.2,,,,74,Wind blowing from the south-east,4,,,50%., ,,,,20.0,,,300-600,,,20.0,11.6,,,,,,
28.02.2020 17:30,16.4,,,,71,Wind blowing from the north-west,5,,,40%., ,,,,20.5,,,300-600,,,20.0,11.1,,,,,,
28.02.2020 08:30,12.6,,,,78,Wind blowing from the north-west,3,,,20–30%., ,,,8.0,,,,300-600,,,20.0,8.8,,,,,,
27.02.2020 17:30,14.4,,,,79,Wind blowing from the south-east,3,,,40%., ,,,,18.0,,,300-600,,,20.0,10.8,,,,,,
27.02.2020 08:30,11.0,,,,79,Wind blowing from the north-west,2,,,20–30%., ,,,7.0,,,,300-600,,,20.0,7.5,4,24,,,,
26.02.2020 17:30,11.2,,,,81,Wind blowing from the north-west,2,,,50%., ,,,,13.0,,,300-600,,,10.0,8.1,,,,,,
26.02.2020 08:30,9.0,,,,92,Wind blowing from the north-west,1,,,"90  or more, but not 100%", ,,,7.5,,,,300-600,,,1.0,7.8,42,24,,,,
25.02.2020 17:30,10.0,,,,93,Wind blowing from the south-east,5,,,70 – 80%., ,,,,13.5,,,300-600,,,10.0,8.9,,,,,,
25.02.2020 08:30,12.0,,,,71,Wind blowing from the north-west,5,,,50%., ,,,9.5,,,,300-600,,,10.0,6.9,,,,,,
24.02.2020 17:30,15.8,,,,49,Wind blowing from the north-west,2,,,50%., ,,,,20.0,,,300-600,,,10.0,5.0,,,,,,
24.02.2020 08:30,12.0,,,,71,Wind blowing from the north-west,4,,,50%., ,,,9.0,,,,300-600,,,10.0,6.9,,,,,,
23.02.2020 17:30,20.0,,,,54,Wind blowing from the south-east,5,,,40%., ,,,,22.0,,,300-600,,,20.0,10.5,,,,,,
23.02.2020 08:30,13.6,,,,68,Wind blowing from the north-west,3,,,20–30%., ,,,9.5,,,,300-600,,,20.0,7.8,,,,,,
22.02.2020 17:30,14.6,,,,87,Wind blowing from the south-east,4,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,10.0,12.5,,,,,,
22.02.2020 08:30,13.6,,,,87,Wind blowing from the north-west,3,,,50%., ,,,9.5,,,,300-600,,,10.0,11.5,3,24,,,,
21.02.2020 17:30,15.0,,,,80,Wind blowing from the south-east,3,,,50%., ,,,,18.0,,,300-600,,,10.0,11.5,,,,,,
21.02.2020 08:30,13.4,,,,85,Wind blowing from the north-west,3,,,40%., ,,,9.0,,,,300-600,,,4.0,10.9,,,,,,
20.02.2020 17:30,15.2,,,,81,Wind blowing from the south-east,5,,,50%., ,,,,17.5,,,300-600,,,4.0,12.0,,,,,,
20.02.2020 08:30,13.6,,,,98,Wind blowing from the south-east,2,,,50%., ,,,9.0,,,,300-600,,,4.0,13.3,,,,,,
19.02.2020 17:30,15.2,,,,79,Wind blowing from the south-east,2,,,50%., ,,,,18.0,,,300-600,,,4.0,11.5,,,,,,
19.02.2020 08:30,14.0,,,,90,Wind blowing from the south-east,1,,,50%., ,,,9.0,,,,300-600,,,4.0,12.3,,,,,,
18.02.2020 17:30,16.0,,,,80,Wind blowing from the south-east,4,,,50%., ,,,,19.0,,,300-600,,,4.0,12.5,,,,,,
18.02.2020 08:30,13.0,,,,83,Wind blowing from the north-west,5,,,50%., ,,,9.0,,,,300-600,,,4.0,10.1,,,,,,
17.02.2020 17:30,15.0,,,,80,Wind blowing from the south-east,4,,,50%., ,,,,18.5,,,300-600,,,4.0,11.5,,,,,,
17.02.2020 08:30,13.0,,,,78,Wind blowing from the north-west,5,,,50%., ,,,9.0,,,,300-600,,,4.0,9.3,,,,,,
