Local time in Bhairahawa,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.05.2021 17:45,31.6,743.2,752.2,-1.4,68,,,,,,Haze. ,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,33.6,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",5.0,24.9,No precipitation,9,,,,
17.05.2021 14:45,32.2,744.6,753.8,-2.7,67,,,,,, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,25.2,,,,,,
17.05.2021 11:45,31.8,747.3,756.4,1.1,68,,,,,, ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,25.1,,,,,,
17.05.2021 08:45,30.7,746.2,755.2,0.9,66,Wind blowing from the east,3,,,60%., ,,,25.4,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,23.7,No precipitation,24,,,,
17.05.2021 05:45,26.0,745.3,754.3,,78,Wind blowing from the north,3,,,50%.,Mist. ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",5.0,21.9,,,,,,
16.05.2021 17:45,37.6,742.3,751.3,-1.3,31,Wind blowing from the west,3,,,"10%  or less, but not 0", ,,,,39.1,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,17.7,No precipitation,9,,,,
16.05.2021 14:45,38.0,743.6,752.8,-2.2,32,Wind blowing from the south-west,3,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,18.6,,,,,,
16.05.2021 11:45,34.6,745.8,755.0,-0.5,48,"Calm, no wind",0,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,22.2,,,,,,
16.05.2021 08:45,30.9,746.3,755.5,1.6,62,Wind blowing from the east,3,,,40%., ,,,24.2,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",6.0,22.8,No precipitation,24,,,,
16.05.2021 05:45,24.7,744.7,754.0,,88,"Calm, no wind",0,,,40%.,Mist. ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",5.0,22.5,,,,,,
15.05.2021 17:45,35.8,742.4,750.9,-0.7,41,,,,,, ,,,,37.5,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,20.4,No precipitation,9,,,,
15.05.2021 14:45,36.0,743.1,752.3,-2.2,41,Wind blowing from the west,4,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,Altocumulus cumulogenitus (or cumulonimbogenitus).,"No Cirrus, Cirrocumulus or Cirrostratus.",6.0,20.6,,,,,,
15.05.2021 11:45,33.6,745.3,754.5,0.3,50,Wind blowing from the east,2,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"No Cirrus, Cirrocumulus or Cirrostratus.",6.0,21.7,,,,,,
15.05.2021 08:45,29.8,745.0,754.3,1.1,62,Wind blowing from the east,4,,,no clouds, ,,,23.3,,,,,,,6.0,21.8,No precipitation,24,,,,
15.05.2021 05:45,23.6,743.9,753.1,,88,,,,,,Mist. ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.","Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",5.0,21.5,,,,,,
14.05.2021 17:45,33.2,741.1,750.2,,47,Wind blowing from the west-southwest,6,,,20–30%., ,,,,34.5,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,20.5,No precipitation,9,,,,
14.05.2021 11:45,31.0,744.2,753.4,-0.7,56,Wind blowing from the south,3,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,21.2,,,,,,
14.05.2021 08:45,27.9,744.9,754.1,1.1,70,Wind blowing from the east,2,,,no clouds, ,,,22.4,,,,,,,6.0,22.0,No precipitation,24,,,,
14.05.2021 05:45,22.6,743.8,753.1,,94,"Calm, no wind",0,,,"10%  or less, but not 0",Mist. ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",4.0,21.6,,,,,,
13.05.2021 14:45,30.2,744.1,753.4,-1.7,55,,,,,, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,20.2,,,,,,
13.05.2021 11:45,29.0,745.8,755.2,0.0,61,Wind blowing from the east,4,,,70 – 80%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",7.0,20.8,,,,,,
13.05.2021 08:45,25.5,745.8,755.2,1.4,75,Wind blowing from the east,3,,,50%., ,,,20.7,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,20.8,17,24,,,,
13.05.2021 05:45,21.6,744.4,753.8,,91,,,,,, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,6.0,20.1,,,,,,
12.05.2021 17:45,27.8,741.2,750.6,,67,Wind blowing from the east-southeast,3,,,40%., ,,,,28.7,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7.0,21.0,5,9,,,,
12.05.2021 08:45,19.0,746.2,755.6,2.4,98,"Calm, no wind",0,,,100%.,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ",Thunderstorm(s) with or without precipitation.,Rain.,18.2,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,3.5,18.7,21,24,,,,
12.05.2021 05:45,23.2,743.8,753.1,,84,Wind blowing from the east,3,,,"90  or more, but not 100%", ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,20.3,,,,,,
11.05.2021 17:45,29.8,742.4,751.6,,60,Wind blowing from the east,3,,,"90  or more, but not 100%", ,,,,33.3,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,21.1,No precipitation,9,,,,
11.05.2021 11:45,31.6,745.4,754.6,-0.5,57,Wind blowing from the south-east,3,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6.0,22.2,,,,,,
11.05.2021 08:45,27.2,745.9,755.1,1.2,68,Wind blowing from the east,2,,,"90  or more, but not 100%", ,,,22.4,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,20.8,No precipitation,24,,,,
11.05.2021 05:45,23.1,744.7,753.9,,87,,,,,, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,20.8,,,,,,
10.05.2021 17:45,30.8,743.1,752.3,,56,Wind blowing from the south,2,,,20–30%., ,,,,33.0,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,20.9,No precipitation,9,,,,
10.05.2021 11:45,31.0,746.0,755.2,-0.5,55,Wind blowing from the east,2,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6.0,20.8,,,,,,
10.05.2021 08:45,26.3,746.5,755.8,,75,Wind blowing from the east,7,,,no clouds, ,,,22.3,,,,,,,6.0,21.6,0.2,24,,,,
10.05.2021 05:45,22.7,745.9,755.1,,94,Wind blowing from the north,3,,,100%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,6.0,21.6,,,,,,
09.05.2021 17:45,28.8,743.5,752.7,-2.1,71,Wind blowing from the east,3,,,20–30%., ,,,,32.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,23.0,0.2,9,,,,
09.05.2021 14:45,28.6,745.6,754.8,-1.5,67,Wind blowing from the east,2,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,21.9,,,,,,
09.05.2021 11:45,24.8,747.1,756.4,-0.9,90,Wind blowing from the south,3,,,100%.,"Drizzle, not freezing, intermittent, slight at time of observation. ",Drizzle.,Drizzle.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",5.0,23.1,,,,,,
09.05.2021 08:45,28.7,748.0,757.3,1.5,60,Wind blowing from the east,2,,,100%.,"Thunderstorm, but no precipitation at the time of observation. ",Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,22.3,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,6.0,20.1,No precipitation,24,,,,
09.05.2021 05:45,24.0,746.5,755.7,,71,Wind blowing from the east-northeast,3,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,Altocumulus cumulogenitus (or cumulonimbogenitus).,"No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.4,,,,,,
08.05.2021 11:45,31.0,748.8,758.2,-0.2,49,Wind blowing from the east,6,,,no clouds, ,,,,,,,,,,7.0,19.2,,,,,,
08.05.2021 08:45,27.3,749.0,758.3,1.1,67,Wind blowing from the east-southeast,4,,,no clouds, ,,,21.9,,,,,,,6.0,20.7,No precipitation,24,,,,
08.05.2021 05:45,22.6,747.9,757.3,,92,Wind blowing from the east,2,,,"10%  or less, but not 0",Mist. ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus cumulogenitus (or cumulonimbogenitus).,"No Cirrus, Cirrocumulus or Cirrostratus.",4.0,21.2,,,,,,
07.05.2021 17:45,29.6,745.7,755.1,,62,Wind blowing from the east,3,,,40%., ,,,,31.3,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",6.0,21.5,No precipitation,9,,,,
07.05.2021 08:45,21.8,748.9,758.3,,92,,,,,,Mist. ,Thunderstorm(s) with or without precipitation.,Rain.,17.9,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,5.0,20.5,25,24,,,,
06.05.2021 17:45,32.0,745.1,754.3,,52,Wind blowing from the east-southeast,3,,,"10%  or less, but not 0", ,,,,34.0,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,21.1,No precipitation,9,,,,
06.05.2021 08:45,27.9,748.9,758.4,1.5,65,Wind blowing from the east,6,,,no clouds, ,,,22.3,,,,,,,6.0,20.8,11,24,,,,
06.05.2021 05:45,23.0,747.4,756.8,,87,Wind blowing from the east,3,,,60%.,Mist. ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",5.0,20.8,,,,,,
05.05.2021 17:45,27.4,744.3,753.7,-1.9,65,Wind blowing from the east,2,,,20–30%., ,,,,28.9,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,20.2,11,9,,,,
05.05.2021 14:45,25.6,746.2,755.5,,73,Wind blowing from the east,3,,,"90  or more, but not 100%", ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,20.4,,,,,,
05.05.2021 08:45,22.9,748.8,758.1,1.5,89,Wind blowing from the east,4,,,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ",Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,21.4,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",5.0,20.9,19,24,,,,
