Local time in Supaul,T,Po,P,Pa,U,DD,Ff,N,Tn,Tx,Nh,H,VV,Td,RRR,tR
01.02.2021 08:30,10,760.8,765.4,,95,Wind blowing from the west,1,no clouds,8.2,,,,0.1,9.2,,
31.01.2021 17:30,15.8,758.1,762.6,,79,Wind blowing from the west,1,no clouds,,18.9,,,4,12.2,,
31.01.2021 08:30,11,759.7,764.3,,88,Wind blowing from the north-east,3,no clouds,6.4,,,,0.5,9,,
30.01.2021 17:30,14.2,756.7,761.2,,74,Wind blowing from the east,3,no clouds,,16.9,,,4,9.6,,
30.01.2021 08:30,10,759,763.6,,82,Wind blowing from the west,3,no clouds,8.2,,,,0.5,7.1,,
29.01.2021 17:30,16.4,756.4,760.9,,82,Wind blowing from the west,3,no clouds,,18.2,,,4,13.2,,
29.01.2021 08:30,10,758.8,763.4,,95,Wind blowing from the west,3,no clouds,9.1,,,,0.2,9.2,,
28.01.2021 17:30,15.8,756.9,761.4,,81,Wind blowing from the west,1,no clouds,,17.6,,,4,12.5,,
27.01.2021 17:30,15.8,757.5,762,,79,Wind blowing from the west,3,no clouds,,19,,,4,12.2,,
27.01.2021 08:30,12.4,759.1,763.7,,84,Wind blowing from the west,3,"90  or more, but not 100%",10.2,,70 – 80%.,300-600,4,9.7,,
26.01.2021 17:30,15.2,756.3,760.8,,83,Wind blowing from the west,1,no clouds,,16.8,,,4,12.3,,
26.01.2021 08:30,11.4,759.4,764,,97,Wind blowing from the west,3,no clouds,9.9,,,,0.1,11,,
25.01.2021 17:30,14,757,761.5,,93,Wind blowing from the south-west,3,no clouds,,14.1,,,0.5,12.9,,
24.01.2021 17:30,16.6,755.5,760,,88,"Calm, no wind",0,no clouds,,18.6,,,4,14.5,,
24.01.2021 08:30,14,757.8,762.3,,93,Wind blowing from the west,1,no clouds,13,,,,0.5,12.9,,
23.01.2021 17:30,16,754.9,759.4,,90,Wind blowing from the west,1,no clouds,,17.6,,,4,14.3,,
22.01.2021 17:30,15.6,755.6,760.1,,89,Wind blowing from the west,3,no clouds,,17.5,,,4,13.8,,
22.01.2021 08:30,12.8,758.5,763,,97,Wind blowing from the east,3,no clouds,11.7,,,,0.1,12.4,,
21.01.2021 17:30,16.8,755.3,759.8,,88,Wind blowing from the west,3,no clouds,,18.7,,,4,14.7,,
21.01.2021 08:30,14.8,756.1,760.6,,96,Wind blowing from the west,1,no clouds,14,,,,0.2,14.1,,
20.01.2021 17:30,16.6,754.4,758.9,,88,Wind blowing from the west,1,no clouds,,16.6,,,0.5,14.5,,
20.01.2021 08:30,14.6,756.4,760.9,,91,Wind blowing from the south-west,1,no clouds,13.5,,,,0.5,13.2,,
19.01.2021 17:30,15.6,753.9,758.4,,91,Wind blowing from the south-west,3,no clouds,,15.9,,,0.5,14.2,,
19.01.2021 08:30,13.2,756.2,760.7,,97,Wind blowing from the west,3,no clouds,12.4,,,,0.1,12.8,,
18.01.2021 17:30,18.8,755,759.4,,84,Wind blowing from the west,1,no clouds,,21.9,,,4,16.1,,
18.01.2021 08:30,12.2,758.7,763.3,,95,Wind blowing from the north-west,1,no clouds,10.9,,,,0.2,11.4,,
17.01.2021 17:30,17.2,756.8,761.3,,84,"Calm, no wind",0,no clouds,,19.7,,,4,14.4,,
17.01.2021 08:30,14,759.4,763.9,,89,Wind blowing from the west,1,"90  or more, but not 100%",13.4,,70 – 80%.,300-600,4,12.2,,
16.01.2021 17:30,14.6,754.5,759,,89,Wind blowing from the south-west,1,60%.,,14.7,60%.,300-600,4,12.8,,
16.01.2021 08:30,11.8,756.7,761.2,,95,Wind blowing from the east,3,no clouds,10.6,,,,0.5,11,Trace of precipitation,24
15.01.2021 17:30,13,755.3,759.8,,88,Wind blowing from the west,1,no clouds,,14,,,0.5,11.1,,
15.01.2021 08:30,11.2,757.2,761.8,,95,Wind blowing from the west,1,no clouds,9.6,,,,0.2,10.4,,
14.01.2021 17:30,16.4,755.5,760,,79,Wind blowing from the west,1,no clouds,,18.6,,,4,12.8,,
14.01.2021 08:30,10.2,758.9,763.5,,95,Wind blowing from the north-west,1,no clouds,8.4,,,,0.2,9.4,,
13.01.2021 08:30,10.2,758.7,763.3,,90,Wind blowing from the south,1,no clouds,7.9,,,,0.5,8.6,,
12.01.2021 17:30,17.2,755.4,759.9,,70,Wind blowing from the west,1,no clouds,,20.4,,,4,11.7,,
12.01.2021 08:30,12.4,758.4,763,,96,Wind blowing from the west,3,no clouds,11.1,,,,4,11.7,,
11.01.2021 17:30,19,755.3,759.7,,88,Wind blowing from the north-west,1,40%.,,20,20–30%.,300-600,4,17,,
11.01.2021 08:30,16.4,757,761.5,,96,Wind blowing from the south,3,no clouds,15.6,,,,0.2,15.7,,
10.01.2021 17:30,21.6,752.7,757.1,,84,Wind blowing from the south-west,1,60%.,,23.9,40%.,300-600,4,18.8,,
10.01.2021 08:30,16.8,755.8,760.3,,86,Wind blowing from the west,1,no clouds,14.8,,,,0.5,14.4,,
09.01.2021 17:30,21.8,752.9,757.3,,82,Wind blowing from the west,1,20–30%.,,25.1,"10%  or less, but not 0",300-600,4,18.6,,
09.01.2021 08:30,16,756,760.5,,87,Wind blowing from the west,3,no clouds,13.5,,,,4,13.9,,
08.01.2021 17:30,22,753.5,757.9,,64,Wind blowing from the west,3,"10%  or less, but not 0",,26.5,"10%  or less, but not 0",300-600,4,14.9,,
08.01.2021 08:30,16,756.5,761,,90,Wind blowing from the west,1,no clouds,14.1,,,,0.5,14.3,,
07.01.2021 17:30,21.6,753,757.4,,87,"Calm, no wind",0,20–30%.,,25,20–30%.,300-600,4,19.4,,
07.01.2021 08:30,14.6,755.8,760.3,,98,Wind blowing from the west,1,no clouds,13.7,,,,0.1,14.3,,
06.01.2021 17:30,22.4,752.7,757.1,,78,Wind blowing from the west,1,40%.,,25.7,20–30%.,600-1000,4,18.3,,
06.01.2021 08:30,19.4,757,761.4,,77,Wind blowing from the west,1,50%.,16.8,,"10%  or less, but not 0",600-1000,4,15.3,Trace of precipitation,24
05.01.2021 17:30,23,755.7,760.1,,74,"Calm, no wind",0,70 – 80%.,,26.1,60%.,300-600,4,18.2,,
05.01.2021 08:30,17.6,758.8,763.3,,84,Wind blowing from the south,1,40%.,15.5,,40%.,600-1000,4,14.8,,
04.01.2021 08:30,17,759.1,763.6,,84,Wind blowing from the west,1,"90  or more, but not 100%",14.8,,70 – 80%.,300-600,4,14.2,,
03.01.2021 17:30,19.2,755.5,759.9,,79,Wind blowing from the east,1,70 – 80%.,,22.9,20–30%.,300-600,4,15.5,,
03.01.2021 08:30,13.6,758.5,763,,84,Wind blowing from the west,1,"90  or more, but not 100%",11.8,,20–30%.,300-600,4,11,,
02.01.2021 17:30,19.6,756.2,760.6,,74,"Calm, no wind",0,40%.,,25.3,40%.,300-600,4,14.8,,
02.01.2021 08:30,14,759.5,764,,72,Wind blowing from the west,1,no clouds,10.7,,,,4,8.9,,
01.01.2021 08:30,13.6,760,764.5,,69,Wind blowing from the west,3,no clouds,10.6,,,,4,8,,
31.12.2020 08:30,14.6,759.1,763.6,,74,Wind blowing from the west,1,no clouds,11.3,,,,4,10,,
30.12.2020 17:30,19.8,756.4,760.8,,69,Wind blowing from the south-west,1,no clouds,,24.6,,,4,13.9,,
30.12.2020 08:30,14.6,759.2,763.7,,85,Wind blowing from the west,1,no clouds,12,,,,4,12,,
29.12.2020 17:30,19.6,755.5,759.9,,71,"Calm, no wind",0,no clouds,,24.4,,,4,14.1,,
29.12.2020 08:30,14.4,757.9,762.4,,66,Wind blowing from the west,1,no clouds,11.5,,,,4,8,,
28.12.2020 08:30,13.8,757.7,762.2,,80,Wind blowing from the west,1,no clouds,11.3,,,,4,10.4,,
27.12.2020 17:30,18.2,754.4,758.8,,77,"Calm, no wind",0,no clouds,,22.9,,,4,14,,
27.12.2020 08:30,13.2,757.9,762.4,,82,Wind blowing from the west,3,no clouds,10.9,,,,4,10.1,,
26.12.2020 17:30,19,756.4,760.8,,63,"Calm, no wind",0,no clouds,,23.9,,,4,11.8,,
26.12.2020 08:30,14.2,758.9,763.4,,78,Wind blowing from the west,1,no clouds,11.2,,,,4,10.4,,
25.12.2020 17:30,19.4,755.3,759.7,,67,"Calm, no wind",0,no clouds,,24.6,,,4,13.1,,
25.12.2020 08:30,14.6,757.9,762.4,,85,Wind blowing from the west,1,no clouds,12.1,,,,4,12,,
24.12.2020 08:30,14,757.9,762.4,,87,Wind blowing from the west,1,no clouds,11.1,,,,4,11.8,,
23.12.2020 17:30,18,754.6,759,,84,"Calm, no wind",0,no clouds,,23.1,,,4,15.3,,
22.12.2020 17:30,16.2,754.2,758.7,,85,Wind blowing from the west,1,no clouds,,20.6,,,4,13.7,,
22.12.2020 08:30,12.2,757.3,761.8,,93,Wind blowing from the west,1,no clouds,10.6,,,,0.5,11.1,,
21.12.2020 17:30,16.6,758.8,763.3,,84,Wind blowing from the west,1,no clouds,,19.3,,,4,13.8,,
21.12.2020 08:30,10.2,759,763.6,,95,Wind blowing from the south-west,3,no clouds,8.9,,,,0.1,9.4,,
20.12.2020 17:30,17,757.3,761.8,,72,Wind blowing from the west,1,no clouds,,20.9,,,4,11.9,,
20.12.2020 08:30,9.8,761.1,765.7,,95,Wind blowing from the west,3,no clouds,8.5,,,,0.5,9,,
19.12.2020 17:30,16.4,758.5,763,,73,Wind blowing from the west,1,no clouds,,19.8,,,4,11.6,,
19.12.2020 08:30,11,760.9,765.5,,88,Wind blowing from the west,3,no clouds,8.4,,,,0.5,9,,
18.12.2020 17:30,16.4,757.1,761.6,,64,Wind blowing from the south-west,3,no clouds,,21.8,,,4,9.5,,
17.12.2020 17:30,19.2,755.8,760.2,,62,Wind blowing from the west,3,"10%  or less, but not 0",,23.5,"10%  or less, but not 0",300-600,4,11.6,,
17.12.2020 08:30,15.6,759.2,763.7,,87,Wind blowing from the west,3,no clouds,13.2,,,,4,13.5,,
16.12.2020 17:30,19.2,756.4,760.8,,74,Wind blowing from the west,1,40%.,,22.8,20–30%.,300-600,4,14.4,,
16.12.2020 08:30,15,760,764.5,,93,Wind blowing from the west,1,70 – 80%.,12.8,,70 – 80%.,300-600,4,13.9,,
15.12.2020 17:30,18,757,761.5,,92,"Calm, no wind",0,no clouds,,20.6,,,4,16.7,,
15.12.2020 08:30,14.4,759.4,763.9,,97,Wind blowing from the west,1,no clouds,13.1,,,,0.1,14,,
14.12.2020 17:30,17.2,755.6,760.1,,94,"Calm, no wind",0,no clouds,,18.5,,,0.5,16.2,,
14.12.2020 08:30,13.6,757.9,762.4,,97,Wind blowing from the east,1,no clouds,12.6,,,,0.1,13.2,,
13.12.2020 17:30,19.4,756.5,760.9,,85,"Calm, no wind",0,no clouds,,,,,0.5,16.8,,
13.12.2020 08:30,17.6,759.4,763.9,,96,Wind blowing from the east,1,no clouds,16.9,,,,0.5,16.9,,
12.12.2020 08:30,18.2,756.1,760.5,,82,Wind blowing from the east,1,no clouds,16.6,,,,4,15.1,,
11.12.2020 17:30,20.6,754.1,758.5,,87,"Calm, no wind",0,no clouds,,25.2,,,4,18.4,,
11.12.2020 08:30,18,755.6,760,,86,Wind blowing from the east,1,no clouds,17.1,,,,4,15.6,,
10.12.2020 17:30,18.4,753.6,758,,92,"Calm, no wind",0,no clouds,,18.4,,,4,17.1,,
10.12.2020 08:30,17.6,755.9,760.4,,96,Wind blowing from the east,1,100%.,16.6,,70 – 80%.,300-600,4,16.9,0.2,24
09.12.2020 17:30,18,754,758.4,,96,"Calm, no wind",0,no clouds,,,,,0.5,17.3,,
09.12.2020 08:30,17.6,759.9,764.4,,96,Wind blowing from the east,1,no clouds,16.4,,,,0.2,16.9,,
08.12.2020 17:30,21,756.3,760.7,,87,"Calm, no wind",0,no clouds,,23.6,,,4,18.8,,
08.12.2020 08:30,18,760,764.5,,94,Wind blowing from the east,1,no clouds,16.3,,,,0.5,17,,
07.12.2020 17:30,21.8,754.9,759.3,,86,"Calm, no wind",0,no clouds,,25.2,,,4,19.3,,
07.12.2020 08:30,16.6,759.3,763.8,,98,Wind blowing from the east,3,no clouds,15,,,,0.1,16.3,,
06.12.2020 17:30,21.6,755.6,760,,86,"Calm, no wind",0,no clouds,,25.2,,,4,19.1,,
06.12.2020 08:30,16.2,758.9,763.4,,96,Wind blowing from the north-west,1,no clouds,14.4,,,,0.2,15.5,,
05.12.2020 17:30,21.4,754.9,759.3,,81,"Calm, no wind",0,no clouds,,25,,,4,17.9,,
05.12.2020 08:30,17.6,757.3,761.8,,90,Wind blowing from the north-west,1,no clouds,15.9,,,,4,15.9,,
04.12.2020 17:30,22.2,754.1,758.5,,79,"Calm, no wind",0,no clouds,,26.4,,,4,18.4,,
04.12.2020 08:30,18,756.5,761,,86,Wind blowing from the east,1,no clouds,15.8,,,,4,15.6,,
03.12.2020 17:30,22.4,754.5,758.9,,74,Wind blowing from the west,1,no clouds,,27.4,,,4,17.6,,
03.12.2020 08:30,18.4,757.8,762.3,,83,Wind blowing from the south,1,no clouds,15.7,,,,4,15.4,,
02.12.2020 17:30,23,754.3,758.7,,73,"Calm, no wind",0,no clouds,,28.6,,,4,17.9,,
02.12.2020 08:30,19.4,758,762.4,,77,Wind blowing from the south,1,no clouds,15.9,,,,4,15.3,,
01.12.2020 17:30,22.8,755.6,760,,68,"Calm, no wind",0,no clouds,,29.8,,,4,16.6,,
01.12.2020 08:30,19.6,759.4,763.8,,69,Wind blowing from the north-west,3,no clouds,15.3,,,,4,13.7,,
30.11.2020 17:30,22,755.9,760.3,,74,"Calm, no wind",0,no clouds,,28.9,,,4,17.1,,
30.11.2020 08:30,18.4,758.8,763.3,,70,Wind blowing from the south,1,no clouds,14.4,,,,4,12.7,,
29.11.2020 17:30,22.8,755.9,760.3,,62,"Calm, no wind",0,no clouds,,28.4,,,4,15.1,,
29.11.2020 08:30,18.4,759.8,764.3,,83,Wind blowing from the south-west,1,no clouds,14.8,,,,4,15.4,,
28.11.2020 17:30,22,757,761.4,,76,"Calm, no wind",0,no clouds,,26.9,,,4,17.5,,
28.11.2020 08:30,17.4,760.3,764.8,,84,Wind blowing from the west,1,no clouds,14.1,,,,4,14.6,,
27.11.2020 08:30,19.2,759.9,764.4,,84,Wind blowing from the south,1,no clouds,17.9,,,,0.5,16.5,,
26.11.2020 17:30,22.4,756.7,761.1,,74,"Calm, no wind",0,no clouds,,27.2,,,4,17.6,,
26.11.2020 08:30,18.6,759.7,764.2,,75,Wind blowing from the south-east,3,70 – 80%.,15.6,,70 – 80%.,300-600,4,14.1,,
25.11.2020 17:30,22.6,756.2,760.6,,69,"Calm, no wind",0,no clouds,,29.4,,,4,16.7,,
25.11.2020 08:30,19.2,759.1,763.5,,74,Wind blowing from the west,1,no clouds,14.9,,,,4,14.4,,
24.11.2020 17:30,22.4,756.3,760.7,,69,Wind blowing from the west,1,no clouds,,28.1,,,4,16.5,,
24.11.2020 08:30,18.6,759.2,763.7,,75,Wind blowing from the north-west,1,no clouds,14.8,,,,4,14.1,,
23.11.2020 17:30,21,756.5,760.9,,72,"Calm, no wind",0,no clouds,,27.3,,,4,15.7,,
23.11.2020 08:30,18,760.2,764.7,,71,Wind blowing from the west,1,no clouds,13.5,,,,4,12.6,,
22.11.2020 17:30,20.4,755.9,760.3,,63,"Calm, no wind",0,no clouds,,,,,4,13,,
22.11.2020 08:30,18.4,758.4,762.9,,61,Wind blowing from the north-west,1,no clouds,14.4,,,,4,10.6,,
21.11.2020 17:30,22,754.1,758.5,,54,Wind blowing from the west,1,no clouds,,,,,4,12.1,,
21.11.2020 08:30,20.2,756.9,761.3,,84,Wind blowing from the north-west,3,no clouds,17.4,,,,4,17.3,,
20.11.2020 17:30,24.2,753.6,757.9,,75,"Calm, no wind",0,no clouds,,28.4,,,4,19.5,,
20.11.2020 08:30,20.8,756.6,761,,73,Wind blowing from the east,3,60%.,18,,60%.,300-600,4,15.8,,
19.11.2020 17:30,24,753.6,757.9,,69,"Calm, no wind",0,no clouds,,29,,,4,18,,
19.11.2020 08:30,20.8,756.4,760.8,,70,Wind blowing from the east,3,no clouds,17.6,,,,4,15.1,,
18.11.2020 08:30,21.4,756.5,760.9,,79,Wind blowing from the west,3,no clouds,17.2,,,,4,17.5,,
17.11.2020 17:30,24.8,752.6,756.9,,59,Wind blowing from the west,1,no clouds,,29.2,,,4,16.3,,
17.11.2020 08:30,21,756.5,760.9,,73,Wind blowing from the west,3,no clouds,16.7,,,,4,16,,
16.11.2020 17:30,25.6,754.5,758.8,,66,Wind blowing from the west,3,40%.,,,40%.,600-1000,4,18.7,,
16.11.2020 08:30,25,757.9,762.3,,61,Wind blowing from the west,1,no clouds,18.1,,,,4,17,,
15.11.2020 17:30,25.6,754.8,759.1,,65,Wind blowing from the west,3,no clouds,,,,,4,18.4,,
15.11.2020 08:30,23,758.2,762.6,,64,Wind blowing from the east,3,no clouds,17,,,,4,15.7,,
14.11.2020 17:30,26,754.8,759.1,,66,"Calm, no wind",0,no clouds,,31.4,,,4,19.2,,
14.11.2020 08:30,23.6,758.3,762.7,,58,Wind blowing from the north-west,1,no clouds,17.9,,,,4,14.9,,
13.11.2020 17:30,26.2,755.1,759.4,,61,"Calm, no wind",0,no clouds,,32.2,,,4,18,,
13.11.2020 08:30,23.6,759.3,763.7,,57,Wind blowing from the west,1,no clouds,18.1,,,,4,14.5,,
12.11.2020 17:30,26.8,756.6,760.9,,55,"Calm, no wind",0,no clouds,,,,,4,17.1,,
12.11.2020 08:30,25.2,759.5,763.9,,60,Wind blowing from the south-west,1,no clouds,18.1,,,,4,16.8,,
11.11.2020 17:30,26.2,756.7,761,,58,"Calm, no wind",0,no clouds,,,,,4,17.3,,
11.11.2020 08:30,25.4,759.1,763.5,,53,Wind blowing from the north-east,3,no clouds,18.4,,,,4,15.1,,
10.11.2020 17:30,26.2,755.3,759.6,,66,"Calm, no wind",0,no clouds,,,,,4,19.4,,
10.11.2020 08:30,25.4,758.2,762.6,,57,Wind blowing from the north-east,1,no clouds,18.9,,,,4,16.3,,
09.11.2020 17:30,26.4,755.2,759.5,,61,"Calm, no wind",0,no clouds,,,,,4,18.2,,
09.11.2020 08:30,24.6,758.6,763,,62,Wind blowing from the east,1,no clouds,18.2,,,,4,16.9,,
08.11.2020 17:30,26,756.6,760.9,,62,"Calm, no wind",0,no clouds,,,,,4,18.1,,
08.11.2020 08:30,24.4,759.8,764.2,,60,Wind blowing from the north-west,3,no clouds,18.1,,,,4,16.2,,
07.11.2020 17:30,25.4,756.6,760.9,,66,"Calm, no wind",0,no clouds,,30.8,,,4,18.5,,
07.11.2020 08:30,21.8,759.5,763.9,,76,Wind blowing from the south-east,1,no clouds,17.4,,,,4,17.3,,
06.11.2020 17:30,23.8,756.8,761.2,,67,"Calm, no wind",0,no clouds,,29.2,,,4,17.4,,
06.11.2020 08:30,20.4,759.5,763.9,,73,"Calm, no wind",0,no clouds,16.6,,,,4,15.4,,
05.11.2020 17:30,24.4,755.1,759.4,,63,"Calm, no wind",0,no clouds,,30.4,,,4,17,,
05.11.2020 08:30,22,756.5,760.9,,60,Wind blowing from the west,3,no clouds,17,,,,4,13.8,,
04.11.2020 17:30,24.4,752.9,757.2,,55,Wind blowing from the west,1,no clouds,,,,,4,14.7,,
04.11.2020 08:30,23.2,755.3,759.7,,58,Wind blowing from the west,3,no clouds,19.2,,,,4,14.4,,
03.11.2020 17:30,26.2,753.3,757.6,,58,Wind blowing from the west,3,40%.,,31.4,40%.,300-600,4,17.3,,
03.11.2020 08:30,23.6,756.2,760.6,,64,Wind blowing from the west,3,40%.,20.6,,40%.,600-1000,4,16.4,,
02.11.2020 17:30,27.6,753.4,757.7,,61,Wind blowing from the west,3,no clouds,,,,,4,19.3,,
02.11.2020 08:30,26,756.1,760.4,,70,Wind blowing from the west,1,no clouds,23.2,,,,4,20.2,,
01.11.2020 17:30,29.8,752.7,757,,69,"Calm, no wind",0,no clouds,,33.6,,,4,23.4,,
31.10.2020 17:30,30.2,752,756.2,,65,"Calm, no wind",0,no clouds,,34.5,,,4,22.9,,
31.10.2020 08:30,26,754.8,759.1,,70,Wind blowing from the south-west,1,no clouds,21.8,,,,4,20.2,,
30.10.2020 17:30,29.6,751.7,756,,63,Wind blowing from the west,3,no clouds,,34.6,,,4,21.9,,
30.10.2020 08:30,27,755,759.3,,66,Wind blowing from the east,1,no clouds,22.2,,,,4,20,,
29.10.2020 17:30,29.4,752.4,756.7,,67,Wind blowing from the west,1,no clouds,,34,,,4,22.7,,
29.10.2020 08:30,26.6,756,760.3,,71,Wind blowing from the north-west,1,20–30%.,22.3,,no clouds,1000-1500,4,20.9,,
28.10.2020 17:30,29.2,752.4,756.7,,63,Wind blowing from the west,1,no clouds,,32.7,,,4,21.5,,
28.10.2020 08:30,25.4,755.8,760.1,,74,Wind blowing from the north,1,no clouds,21.7,,,,4,20.5,,
27.10.2020 17:30,28,752.1,756.4,,60,Wind blowing from the west,1,no clouds,,32.2,,,4,19.4,,
27.10.2020 08:30,24,754.7,759.1,,87,Wind blowing from the north-west,1,no clouds,21.6,,,,4,21.6,,
26.10.2020 17:30,28.4,752.1,756.4,,65,"Calm, no wind",0,no clouds,,33.1,,,4,21.2,,
26.10.2020 08:30,25.6,754.6,758.9,,90,Wind blowing from the east,1,60%.,24,,60%.,300-600,4,23.9,,
25.10.2020 17:30,28.8,751.8,756.1,,76,"Calm, no wind",0,20–30%.,,31.4,20–30%.,300-600,4,24.2,,
25.10.2020 08:30,25.4,753.9,758.2,,90,Wind blowing from the east,3,100%.,23.9,,70 – 80%.,300-600,4,23.7,,
24.10.2020 17:30,29.6,750.1,754.3,,71,"Calm, no wind",0,no clouds,,32.5,,,4,23.8,,
24.10.2020 08:30,26,751.8,756.1,,84,Wind blowing from the west,1,60%.,24.2,,60%.,300-600,4,23.1,,
23.10.2020 17:30,29.8,748.5,752.7,,72,Wind blowing from the east,1,40%.,,33.1,20–30%.,300-600,4,24.1,,
23.10.2020 08:30,26.8,750.7,755,,87,Wind blowing from the north-west,1,"90  or more, but not 100%",24.8,,70 – 80%.,300-600,4,24.5,,
22.10.2020 17:30,30.2,749.1,753.3,,76,Wind blowing from the east,1,"90  or more, but not 100%",,33,60%.,300-600,4,25.4,,
22.10.2020 08:30,27.8,751.2,755.5,,73,Wind blowing from the east,3,"10%  or less, but not 0",24.2,,"10%  or less, but not 0",300-600,4,22.5,,
21.10.2020 08:30,28,752.5,756.8,,82,Wind blowing from the east,1,no clouds,24.9,,,,4,24.6,,
20.10.2020 17:30,29.8,749.7,753.9,,72,"Calm, no wind",0,no clouds,,33.5,,,4,24.1,,
20.10.2020 08:30,28,751.6,755.9,,80,Wind blowing from the west,1,no clouds,25.6,,,,4,24.3,,
19.10.2020 08:30,28.2,752.5,756.8,,83,Wind blowing from the south-east,1,no clouds,25.7,,,,4,25.1,,
18.10.2020 17:30,31.6,749.5,753.7,,70,"Calm, no wind",0,no clouds,,34.6,,,4,25.4,,
18.10.2020 08:30,29.6,752.6,756.9,,82,Wind blowing from the west,1,no clouds,26.4,,,,4,26.2,,
17.10.2020 17:30,32,748.6,752.8,,65,Wind blowing from the west,1,no clouds,,35.1,,,4,24.6,,
17.10.2020 08:30,29.6,752.4,756.7,,82,Wind blowing from the north-west,1,no clouds,26.7,,,,4,26.2,,
16.10.2020 08:30,29.8,752,756.3,,74,Wind blowing from the east,1,no clouds,25.9,,,,4,24.7,,
15.10.2020 17:30,31.8,748.6,752.8,,71,"Calm, no wind",0,"10%  or less, but not 0",,34.8,no clouds,1000-1500,4,25.9,,
15.10.2020 08:30,29.6,744.9,749.1,,71,Wind blowing from the east,3,no clouds,25.7,,,,4,23.8,,
14.10.2020 17:30,31.6,748.9,753.1,,78,"Calm, no wind",0,no clouds,,32.7,,,4,27.2,,
14.10.2020 08:30,29.6,752.2,756.5,,74,Wind blowing from the west,1,no clouds,25.9,,,,4,24.5,,
13.10.2020 17:30,31,748.3,752.5,,75,"Calm, no wind",0,no clouds,,34.8,,,4,26,,
13.10.2020 08:30,29,751.5,755.8,,67,Wind blowing from the east,3,no clouds,25.6,,,,4,22.2,,
12.10.2020 17:30,31.8,747.3,751.5,,68,"Calm, no wind",0,no clouds,,34.8,,,4,25.3,,
12.10.2020 08:30,29,751.1,755.4,,75,Wind blowing from the east,3,no clouds,25.4,,,,4,24.1,,
11.10.2020 08:30,29.6,751.4,755.7,,80,Wind blowing from the south-west,1,no clouds,25.9,,,,4,25.7,,
10.10.2020 17:30,31.6,748.9,753.1,,65,"Calm, no wind",0,20–30%.,,35.4,no clouds,1000-1500,4,24.2,,
10.10.2020 08:30,30,752.5,756.8,,74,Wind blowing from the west,1,no clouds,26.4,,,,4,24.9,,
09.10.2020 17:30,31.6,750.1,754.3,,67,Wind blowing from the west,1,no clouds,,34.6,,,4,24.8,,
09.10.2020 08:30,27.2,753.4,757.7,,94,Wind blowing from the east,1,50%.,27,,50%.,300-600,4,26.2,,
08.10.2020 17:30,30.8,750.2,754.4,,78,Wind blowing from the east,1,"10%  or less, but not 0",,33.6,no clouds,1000-1500,4,26.6,,
08.10.2020 08:30,29.2,753.4,757.7,,79,Wind blowing from the east,3,20–30%.,26.1,,20–30%.,300-600,4,25.2,,
07.10.2020 17:30,31,750.5,754.7,,78,Wind blowing from the east,1,60%.,,33.8,50%.,300-600,4,26.8,,
07.10.2020 08:30,28.4,753,757.3,,88,Wind blowing from the east,3,70 – 80%.,26.7,,60%.,300-600,4,26.2,,
06.10.2020 17:30,30.6,749,753.2,,80,Wind blowing from the east,1,60%.,,32.5,40%.,600-1000,4,26.7,,
06.10.2020 08:30,29,751.8,756.1,,83,Wind blowing from the east,3,40%.,25.8,,40%.,300-600,4,25.9,19,24
05.10.2020 17:30,27.2,748.2,752.5,,90,"Calm, no wind",0,70 – 80%.,,32.6,20–30%.,300-600,4,25.5,,
05.10.2020 08:30,29.6,750.7,754.9,,78,Wind blowing from the east,1,20–30%.,26.3,,20–30%.,300-600,4,25.4,1,24
04.10.2020 17:30,27.6,748.8,753.1,,89,"Calm, no wind",0,"90  or more, but not 100%",,32.2,60%.,300-600,4,25.6,,
04.10.2020 08:30,29.6,751,755.2,,82,Wind blowing from the east,1,60%.,26.5,,50%.,300-600,4,26.2,5,24
03.10.2020 17:30,27.2,748.8,753.1,,95,Wind blowing from the north-west,1,70 – 80%.,,29.6,50%.,300-600,4,26.4,,
02.10.2020 17:30,31,748,752.2,,83,"Calm, no wind",0,60%.,,32.8,20–30%.,300-600,4,27.7,,
01.10.2020 17:30,29.4,747.1,751.3,,79,Wind blowing from the east,1,20–30%.,,,no clouds,1000-1500,4,25.4,,
01.10.2020 08:30,30.4,749.1,753.3,,80,Wind blowing from the east,1,40%.,27.7,,no clouds,1000-1500,4,26.5,,
30.09.2020 17:30,31.6,746.8,751,,76,"Calm, no wind",0,50%.,,33.5,"10%  or less, but not 0",300-600,4,26.9,,
30.09.2020 08:30,29.6,749.8,754,,90,Wind blowing from the east,1,40%.,27.6,,"10%  or less, but not 0",300-600,4,27.7,,
29.09.2020 17:30,31.4,747,751.2,,77,"Calm, no wind",0,70 – 80%.,,34,60%.,200-300,4,27,,
28.09.2020 17:30,30.2,,752.5,,77,"Calm, no wind",0,20–30%.,,32.3,no clouds,1000-1500,4,25.7,,
28.09.2020 08:30,28.2,,755.4,,86,Wind blowing from the east,1,70 – 80%.,25.7,,60%.,300-600,4,25.7,,
27.09.2020 17:30,28.6,,752.3,,79,Wind blowing from the east,1,20–30%.,,30.4,"10%  or less, but not 0",200-300,4,24.6,,
